video_id,keyword,title,channel,published_at,description,view_count,like_count,comment_count,url
sPeEcFdaD0M,커플요리 오븐,너무 쉬워서 매일 먹는 두부 계란요리 Easy Tofu Egg Recipe,루다 테이블 Luda Table,2024-02-14,"아침에 두부와 계란을 이렇게 드세요! 속편하고 영양가득한 한끼가 완성됩니다👍💯


Copyright © 루다 테이블 Luda Table. All rights reserved.
🎵Music provided by 브금대통령



#두부 #간단요리 #다이어트식단 #계란 #두부계란
몸에 좋은 두부도 쉬워야 자주 해먹지",8379232,149390,968,https://www.youtube.com/watch?v=sPeEcFdaD0M
NPyg88Oc2kY,커플요리 오븐,"뭔 두부가 이렇게 맛있다냐, '두부조림' 레시피 알려드릴게요!",추추의 한끼식사,2025-02-17,,4931230,70134,553,https://www.youtube.com/watch?v=NPyg88Oc2kY
MYJ4tR70HD4,커플요리 오븐,통대창 먹방의 현실 #shorts,한살차이 [Hansal],2022-12-26,#shorts,16611067,179882,1203,https://www.youtube.com/watch?v=MYJ4tR70HD4
smK1V6QGzEo,커플요리 오븐,직접 만든 로제소스에 푹 찍어 먹는 겉바속촉 오븐구이 통닭 먹방,나진커플 Najin Couple,2025-12-01,"생크림 없이 만드는 로제소스 (출처 유튜브 : 어설픈등심이)


***로제 소스 재료***
우유 3컵,고추장 1.5큰술,카레 1큰술,고춧가루 1큰술,진간장 1큰술,
설탕 1큰술,슬라이스 치즈 1~2장,떡,소세지등



저희는 위 레시피에서  떡을 제외하고 전분물을 추가하여 찍어 먹을수 있게  만들었습니다

오랜시간 기다려 주시고 시청해 주셔서 감사합니다 😍😍",33183,1487,171,https://www.youtube.com/watch?v=smK1V6QGzEo
oNdIC91PrC4,커플요리 오븐,'웰컴 투 소셜 테이블' 홈파티 오븐 요리,Olive,2015-03-30,"셰프들의 홈파티는 스케일이 다른다!
셰프들과 지인들이 함께해서 더 즐거운 웰컴 투 소셜 테이블!

'올리브쇼 2015' 매주 화요일 밤 9시 본방송",2644,7,0,https://www.youtube.com/watch?v=oNdIC91PrC4
nYG47RJT4Bs,커플요리 오븐,또띠아에 싸먹는 오븐 치킨?! #shorts,빵야빵야 bbangya,2023-08-29,,2626,28,0,https://www.youtube.com/watch?v=nYG47RJT4Bs
WJ_cg8qBE6s,신혼살림 가전,신혼부부 가전 총 비용 얼마 들었을까? #신혼살림 #결혼준비,팡팡쀼 PangPangCouple,2024-09-26,"가전은 LG로 할까?
삼성으로 할까? 고민하시는 분들 많으시죠?

LG가 좋다고는 하지만,
가격대가 너무 비싸고…

삼성으로 견적 뽑자니..
LG제품 몇 개가 탐나고..ㅎ


저희는 가전제품마다 원하는 브랜드가 확실했던 편이라, 총 견적 안받고 개별적으로 필요한 것만 구매했는데요.

저희 커플처럼 원하는 가전마다의 브랜드가 뚜렷하거나
필수가전만 구매하시는 분들을 위해 견적 공유해보아요.


✨신혼부부 필수 가전 총 얼마 들었을까?

✅삼성 세탁&건조기(일체형)
3,292,920원

✅LG에어컨 (2in1)
1,960,000원

✅L",172364,412,35,https://www.youtube.com/watch?v=WJ_cg8qBE6s
5d7HmA83PWw,신혼살림 가전,신혼가전 사라 마라 | 결혼 9년차가 딱 정해줌,가전주부,2024-06-25,상황에 맞게!,221657,1657,142,https://www.youtube.com/watch?v=5d7HmA83PWw
WXL9_Z7x8Xs,신혼살림 가전,신혼집 가전 lg로 채우면 얼마드나요? #lg가전 #신혼집인테리어,Selina_yak,2025-08-06,"🏡신혼 LG 가전 10종 이렇게 샀어요! ⠀
가전 리스트와 최종 견적 모두 공개합니다 🙂 ⠀
⠀
가전을 구매하면서 느낀건 시간이 지날수록 견적이 오른다는 거예요. 그래서 입주 일정이 정해지면, 미리 가전 구매하고, 배송일을 입주일정으로 맞추는 것이 좋더라구요!⠀
⠀
LG 가전 고민중이신 분들을 위해 ⠀
제품명, 모델명 공유드려요! ⠀
⠀
1. LG DIOS fit & Max 냉장고 (M626AAA032)⠀
2. LG DIOS 김치 냉장고 (Z323GB8)⠀
3. LG QNED 75인치 (75QNED85TKW)⠀
4. LG 올인워시 ",154320,219,36,https://www.youtube.com/watch?v=WXL9_Z7x8Xs
UznVuoN7VZU,신혼살림 가전,신혼살림 추천템 3가지! 이거 사길 진짜 잘했다 #신혼부부 #살림꿀팁 #신혼가전,팡팡쀼 PangPangCouple,2024-11-17,,8250,78,1,https://www.youtube.com/watch?v=UznVuoN7VZU
ruUBMWHOL1I,신혼살림 가전,(광고❌) 딩크 아니면 결국 다 후회한다는 신혼 가전가구 😇,시골쥐의 도시생활,2026-06-01,"아... 별 생각없이 신혼집을 가성비 가전가구로 차곡차곡 채웠던 과거의 나여...
심지어 리뷰 좋은 걸로 엄선해서 샀는데도 이렇습니다 😇
한편으로는 가성비로 샀기에 쉽게 버릴 수 있는(?) 장점도 있네요. 
신혼 선배님들, 동의하시나요 ! ㅋㅋㅋ 
제가 모르는 조언들도 댓글로 마구마구 남겨주세요 ♥
-----------
*골쥐네 신혼 자산관리표
https://jinjeongsung.netlify.app/?t=10&d=a

* 시골쥐가 운영하는 기초 경제스터디, 리치마우스
https://jinjeongsung.netlify.app/?",126857,1808,321,https://www.youtube.com/watch?v=ruUBMWHOL1I
cuSWI-GJoO8,신혼살림 가전,신혼가전 이건 다시 생각해보세요 #혼수템 #신혼부부,살림넬라 Nella,2025-02-14,,76768,200,5,https://www.youtube.com/watch?v=cuSWI-GJoO8
xe0VWlX4ljg,신혼살림 가전,신혼가전 잘 못산 비추천템  #가전 #신혼가전 #혼수가전 #가전견적,가전나우,2023-10-15,,131493,272,57,https://www.youtube.com/watch?v=xe0VWlX4ljg
OHRr-sXW5Z4,신혼살림 가전,혼수가전 견적서 싹 다 비교해봤습니다 🔥,버블리 bubblee,2025-07-31,"#혼수가전 #혼수 #결혼준비 
💍혼수가전 견적, 진짜 이렇게까지 차이 난다고요…?
신혼부부라면 꼭 비교해야 할 3대 가전 구매처
하이마트 / 백화점 / LG베스트샵
제가 직접 받은 견적서 원본부터, 무려 700만원 아낀 실전 꿀팁까지 싹- 공개합니다!

브랜드별 견적 차이, 제휴카드 조건, 멤버십 포인트의 함정까지
이 영상 하나로 가전 구매 실수 줄이세요 🙌

🕒 타임라인
00:00 인트로 
01:22 견적서 총 공개
11:37 혼수가전 700만원 아낀 꿀팁 5가지
16:38 LG 통수 썰 + 소비자가 꼭 체크해야 할 항목
19:2",35988,474,51,https://www.youtube.com/watch?v=OHRr-sXW5Z4
35JhOu8ERVU,신혼살림 가전,"혼수, 이사 예정되어 있으신 분들 주목해주세요. 가전 유통 전문가 출신이 가전제품 구매전략을 짜드립니다.",배디터-IT제품리뷰,2023-06-19,"혼수, 이사 예정되어 있으신 분들 주목해주세요. 가전 유통 전문가 출신이 가전제품 구매전략을 짜드립니다.

우선 가전제품을 구매 할 수 있는 채널 5가지를 소개하고 어떻게 활용해야하는지 방안에 대해서 소개합니다. 

1. 로드샵 (베스트샵, 삼성스토어(디지털프라자))
2. 양판점, 혼매점 (전자랜드, 하이마트)
3. 대형유통 샵인샵(이마트, 홈플러스)
4. 백화점
5. 인터넷

그리고 제품을 구매수량 기준으로 케이스를 구분하여 맞춤 구매전략을 전달합니다. 
추가 궁금한 정보가 있다면 댓글로 남겨주세요

#가전 #가전제품 #LG #삼",260271,1903,77,https://www.youtube.com/watch?v=35JhOu8ERVU
QAJ67ES8aOg,신혼살림 가전,쓰면 쓸수록 만족하는 신혼가전👰🏻🤵🏻🤍#신혼살림 #신혼가전,피글햇,2025-05-16,,4221762,43874,4857,https://www.youtube.com/watch?v=QAJ67ES8aOg
yIPe3cjC9ms,신혼살림 가전,쓸수록 만족하는 신혼가전 2가지!👩‍❤️‍👨 #신혼가전 #신혼살림,피글햇,2025-02-07,,456234,5989,984,https://www.youtube.com/watch?v=yIPe3cjC9ms
qbhJT90uYJ0,신혼살림 가전,24평 신혼집 혼수 가전가구 총 비용 얼마나 들까? 구매꿀팁,침대 알려주는 여자 | 노다지,2025-11-15,"#신혼가전 #혼수가전 #가전가구

혼수 가전가구 준비하면서 생각보다 금액도 크고
어디서 어떻게 사야할지 막막하셨던 분이라면 이 영상 꼭 보세요!!
제 경험을 참고하셔서 총 금액과 필요한 가전가구 구매하시는데
도움이 되시길 바라겠습니다👍
(💬궁금한 점 있으면 댓글로 남겨주세요!)

해당 영상은 쿠팡파트너스, 오늘의집, 네이버쇼핑 커넥트 활동의 일환으로
판매 발생 시 일정액의 수수료를 제공받습니다.
제품 정보 확인하실 수 있도록 아래에 링크 첨부하였습니다☺🔗

[📺가전]
LG 오브제컬렉션 세탁기+건조기 세트
https://ozip.me",2662,17,10,https://www.youtube.com/watch?v=qbhJT90uYJ0
Hlb2UBRaRkY,신혼살림 가전,신혼집 가전가구 총비용 알려드릴게요 🌝,슬동,2025-02-07,"신혼부부 가전,가구 총비용 과연 얼마일까요? 🏠



#신혼부부 #신혼부부가전 #혼수비용 #결혼비용
#가전 #가구 #가전졸업 #신혼집꾸미기 #신혼집
#신혼집가전총비용 #신혼집가구총비용 #혼수비용
#혼수후기 #가전총비용 #가구총비용 #휴도소파
#휴도 #하이마트 #엘지오브제 #엘지 #엘지혼수
#베스트슬립 #혼수가전견적 #혼수견적 #혼수발품
#혼수총비용 #가전품목 #신혼가구추천 #웨딩가전
#연애결혼 #결혼 #결혼준비과정 #웨딩준비과정",54569,63,1,https://www.youtube.com/watch?v=Hlb2UBRaRkY
dlWMz8bkI8g,신혼살림 가전,신혼 가전 이건 반드시 하세요 #내집마련 #구축인테리어 #신혼가전 #결혼준비,소소밍,2025-05-26,,81417,222,11,https://www.youtube.com/watch?v=dlWMz8bkI8g
KzhunxOxzKE,신혼살림 가전,신혼부부 가전 꼭 대기업 제품 풀세트로 맞춰야할까? #신혼부부 #내집마련 #부동산투자 #가전제품 #신혼가전 #아파트인테리어 #사회초년생 #재테크 #shorts,돈실먼지,2024-08-01,,17265,109,7,https://www.youtube.com/watch?v=KzhunxOxzKE
p7RlUzl1PgI,광파오븐 레시피,LG 광파오븐레인지 자동요리 사용방법,LG전자서비스,2024-10-16,"고객지원, 챗봇 상담에서 서비스 접수, 문제 해결 콘텐츠 등 더욱 다양한 정보를 확인해보세요. 
  • 고객지원 : https://www.lge.co.kr/support
  • 챗봇상담 : https://chat.lge.co.kr/

스마트한 시니어를 위한 영상이 모여있는곳은?
👉 https://www.youtube.com/@LG_Manual 👈

혹시 광파오븐레인지로 수동요리만 사용 하시나요?
알아두면 좋은 광파오븐레인지의 자동 요리 기능!
자동요리 기능은 이렇게 사용해요!

00:00 인트로
00:06 자동요리 수동요리 차이
0",18510,64,1,https://www.youtube.com/watch?v=p7RlUzl1PgI
szkWAJlXcHg,광파오븐 레시피,LG광파오븐 생선구이 최고 #vlog #food #생선구이 #일상 #요리,우당탁탁,2024-07-29,,81394,105,4,https://www.youtube.com/watch?v=szkWAJlXcHg
4dQ2isTKHIw,광파오븐 레시피,오븐 하나로 푸짐한 한상차림 뚝딱 만들기 / 요리가 쉽고 재미있어지는 살림템 추천 / LG디오스 오브제컬렉션 광파오븐,꿀주부 Honeyjubu,2023-06-16,"여러분 안녕하세요. 꿀주부예요. 😊💖

🌿 이 영상은 LG전자로부터 소정의 제작비와 함께 
     리뷰용 제품을 무상 제공받아 제작했습니다.

오늘은 LG 디오스 오브제컬렉션 광파오븐 하나로 
푸짐하고 맛있는 집밥을 만들어 보았어요.
누구나 쉽게 만들 수 있는 맛있는 한상차림~🥘🍳
이제는 광파오븐만 있으면 어떤 요리든 쉽게 뚝딱 만들 수 있어요.🤗

그럼, 다음 주에도 즐거운 영상으로 또 만나요.🥰



⭐ LG 디오스 오브제컬렉션 광파오븐 링크 : 
https://www.lge.co.kr/object-collection/ml32",900511,15921,561,https://www.youtube.com/watch?v=4dQ2isTKHIw
ue7aaGltKbQ,광파오븐 레시피,SUB) 광파오븐으로 완성하는 연말 파티 요리 11가지,헤이메이데이 heymayday,2023-12-29,"📍본 영상은 LG 디오스 오브제컬렉션 광파오븐의 유료광고를 포함하고 있습니다

📌 영상 속 제품 

LG 디오스 오브제컬렉션 광파오븐 
모델명 - ML32EW1
https://www.lge.co.kr/microwaves-and-ovens/ml32ew1

LG 디오스 오브제컬렉션 인덕션 
LG 디오스 오브제컬렉션 식기세척기 


• 02:30 치킨시저샐러드 (구이 기능)
• 05:33 스테이크 (구이 기능)
• 07:30 또띠아피자 (오븐 기능)
• 09:11 대게찜 (스팀찜 기능)
• 11:49 페타치즈파스타 (오븐기능)
• 14:",85403,1897,155,https://www.youtube.com/watch?v=ue7aaGltKbQ
-fSpS_rqFJ4,광파오븐 레시피,에어프라이어 광파오븐 추천 비교 사용기 제품리뷰,펀팩 funfac,2020-02-13,"쿠팡에서 구매하기 https://link.coupang.com/a/xKDUv
알리에서 구매하기 https://s.click.aliexpress.com/e/_DmnPMs7
스몰리그에서 구매하기 https://smallrig.kr/?ref=JRsoPyXY

링크를 통해 구매하시면 채널 운영에 도움이 됩니다
협력 프로그램으로 소정의 수수료를 제공받습니다
구매 가격은 동일합니다 감사합니다

촬영장비 CANON EOS M50

––––––––––––––––––––––––––––––
Track: I Want To Be — Declan DP",119621,1175,131,https://www.youtube.com/watch?v=-fSpS_rqFJ4
yFfI6QN3DBE,광파오븐 레시피,통삼겹🐖 레시피 제발 오븐에 넣으세요 🙏,남자 레시피,2022-03-11,"#통삼겹구이 오븐 #통삽겹 바베큐 #저녁메뉴 추천요리

[재료]
통삼겹살 1KG 내외

올리브오일, 통후추, 바질, 오레가노

홀그레인 머스타드, A1 스테이크 소스",101511,561,31,https://www.youtube.com/watch?v=yFfI6QN3DBE
gru2UiPJSkI,광파오븐 레시피,[성시경 레시피] 간장 양념 오븐 치킨 | Sung Si Kyung Recipe - Soy Sauce Chicken,성시경 SUNG SI KYUNG,2021-07-14,"성시경 레시피 #간장양념오븐치킨

#성시경​ #성시경유튜브​ #성시경레시피​
#성시경요리​ #성식영 #한국요리 #한국음식
 #치킨 #간장치킨 #오븐치킨 #맥주 #맥주안주


Sung Si Kyung Recipe #SoySauceChicken

#SungSiKyungRecipe #SSKRecipe
#Recipe #Food 
#kfood #koreafood #korearecipe #krecipe 
#Chicken #SoyChicken",214701,4438,470,https://www.youtube.com/watch?v=gru2UiPJSkI
Z91HE_qUgHY,광파오븐 레시피,"요리는 장비빨 광파오븐 추천 베스트 5 | 쉬운요리비법 |LG광파오븐, 삼성직화오븐, SK올인원오븐, 삼성 큐커, 트루리빙 오븐",아이엠템 (ITEM),2023-09-24,"먼저 오븐은 열을 가하는 방식에 3가지로 구분이 되는데요
열선을 공기로 가열해서 대류 복사열로 조리하는 방식인 컨벤션 오븐과
오븐에 팬이 달려서 골고루 열을 전달하는 방식 컨벡션 오븐
그리고 원적외선 빛을 추가하여 열을 내는 광파오븐 방식이 있습니다.
이번시간에는 실용성 좋은 광파오븐으로 정리해 봤습니다. 
추천 영상을 보시고 개인 환경에 맞는 제품을 찾기 바랍니다. 

😀 업체와 직접적인 제휴없이 주관적으로 선정한 순위 입니다. 
😀😀 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공 받을 수 있습니다.
😀 😀😀제품",53374,164,5,https://www.youtube.com/watch?v=Z91HE_qUgHY
7PpQ7OSjFK8,광파오븐 레시피,쉽게하는 새우오븐버터구이!!! #새우버터구이#에어프라이어 #shorts,은수머니,2024-05-09,,40712,108,7,https://www.youtube.com/watch?v=7PpQ7OSjFK8
NknLJ5V9G2g,광파오븐 레시피,으아.. 오븐에 구워서 기름기가 쭉쭉! 통삼겹오븐구이 [만개의레시피],만개의레시피 10K Recipe,2017-06-23,"오븐에 구워서 기름기가 쪽 빠졌네!
담백하고 더 맛있는 삼겹살♥
▶ 통삼겹오븐구이 레시피 보기 : https://goo.gl/yfGxcG

세상의 모든 레시피 만개의레시피",349783,4151,36,https://www.youtube.com/watch?v=NknLJ5V9G2g
mM61iROJIyU,광파오븐 레시피,오븐통닭으로 치맥 고고! [만개의레시피],만개의레시피 10K Recipe,2018-09-18,"튀기지않아 담백하게! 
오늘은 건강하게 치느님 영접 : )
▶오븐통닭 레시피 보기 : http://me2.do/5mOYG9i1

세상의 모든 레시피 만개의레시피",56037,597,2,https://www.youtube.com/watch?v=mM61iROJIyU
l5O4kvYNf9k,광파오븐 레시피,오븐 있으면 당장 꺼내오세요! 성시경의 5성급 등갈비 레시피,모트리,2025-09-23,"#성시경 
오븐 있으면 당장 꺼내오세요! 성시경의 5성급 등갈비 레시피",69736,488,4,https://www.youtube.com/watch?v=l5O4kvYNf9k
fOF1fExGwYk,광파오븐 레시피,이걸 꼭 넣어보세요. 정말 맛있는데 너무 쉬운🍖 등갈비구이 레시피,게으른김주부,2025-06-17,"마늘 향이 잡내 싹 잡아주고
짜지 않고 달지 않은 양념이라 물리지 않는,
아이랑 같이 먹기에도 좋은!
소금구이와는 차원이 다른
끝없이 먹을 수 있는 마늘 등갈비구이🤩

에어프라이어로 쉽게 완성하세요.💕
저장해두셨다가 꼭 이대로 해보세요😘

아이 말로는
피자보다 맛있고, 햄버거보다 맛있대요.
더 먹고 싶다고…
담엔 2키로 해야될듯 싶어요.

온 가족 맛나게 즐길 수 있는 등갈비구이 👍

━━━━━━━━━━━━━━

👩‍🍳재료
등갈비 1kg / 설탕 1T / 올리브오일 1T / 전분가루 튀김가루 아무거나 3T

👩‍🍳양념
다진마늘 3T",2113263,19051,193,https://www.youtube.com/watch?v=fOF1fExGwYk
xBGKpIbPtIQ,광파오븐 레시피,LG 디오스 광파오븐 200% 활용 꿀팁 #6 가볍게 즐기는 토스트 레시피,LG전자서비스,2022-06-08,"고객지원, 챗봇 상담에서 서비스 접수, 문제 해결 콘텐츠 등 더욱 다양한 정보를 
확인해보세요. 
  • 고객지원 : https://www.lge.co.kr/support
  • 챗봇상담 : https://chat.lge.co.kr/

LG 디오스 광파오븐 200% 활용 꿀팁! 

꼭 필요한 요리, 딱 맞는 요리 레시픽 쿡 영상입니다.
가볍게 즐기는 토스트로 카페 브런치 분위기를 더해보세요!

#광파오븐 #사용방법 #제품기능 #요리 #레시피 #쿠킹 #홈쿡",16415,43,2,https://www.youtube.com/watch?v=xBGKpIbPtIQ
LJd1ToNbud0,광파오븐 레시피,로스트치킨 만들기 오븐 통닭구이,갱스홈쿡,2024-12-09,"✅근사한 홈파티 요리 간단한 로스트치킨 레시피

주말 잘 보내셨나요~ 😊
저는 주말에 한껏 먹었떠니 몸이 몸이..ㅋㅋㅋ
연말엔 좀 먹어도 되는 거죠? ^^🤣

주말에 만들어 먹었던 로스트치킨 레시피 준비했어요~ 😋
연말에 꼭 한 번씩 만들어 먹는 오븐 통닭구이에요^^
제가 연말마다 만드니깐 아이들도 익숙해져서 
이 맘때 되면 먹고싶다고 말하더라고요~ 😁
그래서 후다닥 만들어 봤지요^^

곁들이는 가니쉬는 좋아하는 걸로
집에 있는 걸로 준비해 주시면 되고요

닭만 손질해서 버터마늘소스 잘 발라주면 
어렵지 않게 만들 수 있는 통닭구이",139918,1532,34,https://www.youtube.com/watch?v=LJd1ToNbud0
9Xtf995d2mk,광파오븐 레시피,에어프라이어 🆚 광파오븐 💸내돈내산 광파오븐 찐후기,viva jini,2025-07-13,#광파오븐 #에어프라이어 #광파오븐요리,17823,26,1,https://www.youtube.com/watch?v=9Xtf995d2mk
2CQzQt9I7fI,광파오븐 후기,내돈내산! 솔직히 실망했습니다.. 전자레인지+에어프라이어+오븐이 다 되는 LG 디오스 오브제 컬렉션 광파오븐 찐 리얼후기,고니 GONI,2024-03-14,"#광파오븐#주방템#오븐

🦌영상 속 제품 구매링크

쿠팡에서 필요한 것 구매하면 쿠팡으로부터 일정액의 수수료를 고니TV채널이 제공 받아
내돈내산 리뷰 운영에 도움이 됩니다.

✔LG 오브제 컬렉션 광파오븐 구매하기 (컬러선택 가능)
https://link.coupang.com/a/bt8jmF

✔ 아무거나 구매하기-https://coupa.ng/b7A8Ym
✔ 위의 링크를 통해 제품을 구매하면 고니에게 소정의 수수료가 지급됩니다


안녕하세요! 품격있는 리뷰 고니TV의 고니입니다

항상 여러분들에게 재미와 정보를 만족 시켜 드리기 ",204781,1717,116,https://www.youtube.com/watch?v=2CQzQt9I7fI
p3KER73cAOg,광파오븐 후기,쿠쿠 전자레인지 에어프라이어 겸용 광파오븐 CMW-CO3010DW 실구매 사용기 #쿠쿠 #광파오븐,순순한리뷰,2024-02-18,"상세 및 구매 정보  : https://bit.ly/3SL3hDB

집에 에어프라이어가 고장나서 쿠팡에서 직접 구매해서 사용해본 쿠쿠의 광파오븐 제품입니다.

이 제품은 전자레인지, 에어프라이어, 광파 오븐을 동시에 사용할 수 있는 제품인데, 걱정과 다르게 모든 기능을 다 잘 사용할 수 있는 제품이더군요.

에어프라이어도 잘되고, 레인지도 잘 되는 것 같습니다. 오븐 기능은 아직 100% 사용은 못해봤는데, 테스트로 요리해볼때 사용해보니 괜찮은 것 같습니다.

부가적인 탈취 및 세척기능도 만족스럽네요.

간만에 좋은 지름을 한 것 ",47957,177,23,https://www.youtube.com/watch?v=p3KER73cAOg
iz4x8dUnrrY,광파오븐 후기,LG 오브제 광파오븐 한달 사용 리뷰,가진남(가전제품에 진심인 남자),2026-04-02,"#LG광파오븐 #엘지광파오븐 #광파오븐

엘지광파오븐으로 요리하면 왜 다들 만족도가 높은지 궁금하셨죠? 😊
이번 영상에서는 실제로 사용해본 LG광파오븐의 핵심 기능과 활용 방법을 쉽게 정리해드립니다. 다양한 요리를 빠르고 간편하게 완성할 수 있는 광파오븐의 장점부터, 실사용 기준에서 느낀 차이까지 솔직하게 담았습니다.

엘지광파오븐은 단순한 오븐이 아니라, 에어프라이어·전자레인지·그릴 기능까지 한 번에 해결할 수 있는 주방 필수템입니다. 특히 LG광파오븐은 빠른 조리 속도와 균일한 열 전달로 음식 퀄리티를 한 단계 끌어올려줍니다. ",3749,14,4,https://www.youtube.com/watch?v=iz4x8dUnrrY
pFlNoyCPkms,광파오븐 후기,현시점 1등 오븐 추천! 삼성 vs LG vs 쿠쿠 성능 협찬 없이 직접 비교해봤습니다! 이 제품은 절대 사지마세요! (광파 직화 에어프라이어 통삼겹살 스테이크 베이킹 청소 요리),아정당,2025-10-21,"[365일 24시간 상담 가능! 1833-3504]
🎁 아정당에서 쇼핑적립하고 최대 20% 포인트 받자!
https://ajd.kr/txm2k

00:00 인트로 — LG·삼성·쿠쿠 3종 ‘내돈내산’ 비교 
00:29 제품 소개 - 스펙·가격 한눈에 비교 👀
00:50 오븐 - 예열 속도 비교(180℃) ⏱️
01:48 오븐 - 열 분포 테스트🥐
02:20 오븐 - 조리 속도 🍪🍗
03:33 에어프라이어 – 조리 속도 🥩
03:55 전자레인지 — 가열·해동 성능 체크 ⚡
05:19 탈취·세척·편의성 — 냄새·클린 기능·온도 🫧
07",124663,647,69,https://www.youtube.com/watch?v=pFlNoyCPkms
kk4Z24VANOE,광파오븐 후기,[내돈내산]요리유튜버가 리뷰하는 2024년 LG 광파오븐 비교|에어수비드 솔직후기|아무도 설명 안해줘서 제가 직접 했습니다,황금밥그릇 - 간단하고 건강한 요리,2024-04-07,"이번에 주방기구를 정리하면서 여러가지 기능이 있는 LG광파오븐을 사려고 했는데 2024년 LG오븐 정보가 너무 없더라구요
그래서 제가 신중하게 조사하고 구입한 광파오븐 정보를 공유드릴게요
신혼가전이나 오랫동안 사용하셔서 바꾸시려는 분들은 참고해주세요~
그리고 저 리뷰유튜버 아니고 요리 유튜버니깐 다이어트 요리도 함께 봐주세요~
참고로 에어수비드는 최대 9시간까지 사용하실 수 있어요~",55632,383,93,https://www.youtube.com/watch?v=kk4Z24VANOE
PaH9nsDxGUY,광파오븐 후기,"광파오븐 추천 2025년 Best 5! (전자레인지, 에어프라이어 다 비키세요!)",리정남 - 상품리뷰정리하는남자,2025-11-30,"광파오븐 추천 2025 
구매링크는 아래에 [자세히 보기]를 누르시면 보입니다. 감사합니다.

📌 구매팁 3줄 요약!  
✅ 기능: '전자레인지+에어프라이어+오븐'을 하나로 합친 '올인원'인지 확인
✅ 가열: 빛(광파)으로 빠르게 조리하는 '광파 가열' 방식인지 확인
✅ 용량: 가정용은 '23~30L'가 적당하고, 대량 조리는 '32L 이상' 추천

5위 [할로겐 광파오븐]
트루리빙 멀티 할로겐 광파오븐 12L (4만 8천원)
https://link.coupang.com/a/c8xGjv
TL-OV120
4위 [가성비 광파오븐]
마이",3746,8,0,https://www.youtube.com/watch?v=PaH9nsDxGUY
wzs9XUrV-Pk,광파오븐 후기,에프 있는데 오븐 또 사? 좁은 주방 필살기 정해드림! (전자레인지vs에어프라이어vs광파오븐),스튜디오 몰링 Studio Malling,2026-03-13,"*어떠한 광고도 받지 않은 오리지널 콘텐츠입니다*

주방은 좁은데 왜 이렇게 사고 싶은 가전은 많을까요?
남들 다 사는 에프부터, 없으면 섭섭한 전자레인지, 만능이라는 광파오븐까지...
이것저것 다 들이다보면 정작 요리할 공간이 사라지는 웃픈 상황이 벌어지곤 하죠.

근데 여러분, 남들이 좋다고 나한테도 무조건 정답은 아니에요.
내가 냉동식품을 주로 먹는지, 배달 음식을 데우는지, 아니면 요리에 진심인지에 따라
필요한 무기가 완전히 달라지거든요.

막상 사놓고 안 써서 결국 당근행가지 않도록!
오늘 가탐에서 여러분의 생활패턴에 딱 ",248707,0,333,https://www.youtube.com/watch?v=wzs9XUrV-Pk
Kf8lamu5wMo,광파오븐 후기,"직접 사려고 공부해봤습니다. 광파오븐이냐 에어프라이어냐, 전자레인지냐? 정해드림",신동댕동 Shindongdengdong,2024-06-23,"제가 영상 올리는 시점에 맞춰서 추가 할인을?
영상 가격보다 훨씬 더 저렴한 218,000원에 구입할 수 있고,
미니 오븐도 무료 증정 행사 중이라고 하니 아래 링크에서 필요한 분들 확인해보세요!

💙 판매 링크
https://smartstore.naver.com/mideakorea/products/10404333160

https://www.coupang.com/vp/products/7837941160?itemId=21329306203&vendorItemId=88387884237&sourceType=cmgoms&omsPageId=",78209,840,133,https://www.youtube.com/watch?v=Kf8lamu5wMo
X93fcQvjUVo,광파오븐 후기,"삼성 비스포크 큐커 vs 엘지 광파오븐, 실제 구매 후 비교 테스트, 어떤 제품이 더 좋을까?",오라잇 스튜디오 - Digital Shopping Guide,2021-12-03,"💌해당 영상의 광안리 리뷰 제품은 모두 직접 구매 후 사용하였습니다.


* 촬영 제품 00:00
▶삼성 비스포크 큐커
▶LG 광파오븐 오브제컬렉션


* 테스트 항목
- 탐색전 외형 비교
00:28 삼성 큐커
00:55 LG 광파오븐 오브제컬렉션
 

- 소음 테스트
가장 조용하게 사용할 수 있는 제품은?
01:37 삼성 비스포크 큐커
01:45 LG 광파오븐 오브제컬렉션
 

- 예열 온도 테스트
동일한 설정으로 세팅 후 작동시켰을 때 온도가 더 높은 제품은?
(200도 1분 작동 후 측정)
02:05 삼성 비스포크 큐커
02:",340196,3555,121,https://www.youtube.com/watch?v=X93fcQvjUVo
mHBl2xwH8_I,광파오븐 후기,이거 하나로 찜 요리 부터 베이킹까지?| LG 광파오븐 오브제 리뷰 | 하디 HA:D,하디 HAD,2021-12-08,"오늘은 저번 영상에 이어 두 번째 멀티 오븐을 소개해 드리려고 해요
이번 제품은 LG 오브제 광파오븐입니다!

큐커와 다른 점으로는 전자레인지 같은 느낌이 더 강하고,
구성품이 더 다양했다는 점?ㅎㅎ

단축키 사용이 좀 어려워서 헤매긴 했지만
찜 요리나 베이킹 등 다양한 요리를 할 수 있어서 좋았습니다
그럼 두 번째 멀티 오븐 영상도 재미있게 봐주세요☺



#엘지광파오븐
#하디 #HAD",138830,844,67,https://www.youtube.com/watch?v=mHBl2xwH8_I
