도서명,저자,출판사,발행일,정가,판매가,리뷰 수,페이지 수,도서 소개,상품ID
진짜 챗GPT 활용법,김준성 외,위키북스,20230321,18000.0,16200,0,,"ChatGPT의 원리 및 기본 사용법부터 블로그, 영상 제작, 업무 등에서 다양하게 활용하는 '진짜 활용법'을 담았습니다. 일상에서도 업무에서도 ChatGPT 그리고 다양한 AI 도구로 똑똑하게 일해보세요. 이 책에서 다루는 내용 ◎ ChatGPT의 기본 사용법 및 올바르게 질문하는 방법 ◎ ChatGPT를 활용해 1분 만에 블로그를 작성하는 방법 ◎ ChatGPT로 스크립트를 작성하고, 픽토리 AI를 활용해 영상을 제작하는 방법 ◎ Imagga를 이용해 사진의 키워드를 추출하고, ChatGPT로 시와 소설을 쓰는 방법 ◎ ChatGPT를 영어 공부, 면접 준비, 프로그래밍 공부에 활용하는 방법 ◎ 미드저니를 활용해 다양한 이미지를 생성하는 방법 ◎ 엑셀 업무에 ChatGPT를 활용하는 방법 ◎ PPT에 필요한 콘텐츠 작성부터 사진, 디자인까지 ChatGPT의 도움을 받는 방법 ◎ ChatGPT API를 활용해 나만의 애플리케이션에 ChatGPT를 추가하는 방법 초보자부터 전문가까지 ChatGPT 활용법을 제대로 배우고 싶은 분들께 소개합니다.",S000201247694
DKBMC Salesforce User Guide,DKBMC 기술연구소,아이티포럼,20230401,47000.0,42300,0,,"DKBMC Salesforce User Guide 서적은 국내 최대의 Salesforce 구축 기업인 DKBMC(www.dkbmc.com)에서 준비한 서적으로 국내 최초의 Salesforce 기술 서적이다. 본 서적은 Salesforce를 업무에서 사용하고 있는 일반 비즈니스 사용자들 뿐만 아니라 Salesforce 기술 전문가가 되고자 하는 모든 엔지니어들을 위한 최고의 입문서이다. 서적이 포함하고 있는 내용은 클라우드 서비스의 개념부터 세일즈포스의 인터페이스 및 기본 사용법부터 Salesforce의 가장 핵심이라고 할 수 있는 세일즈 클라우드를 중심으로 설명하며, 서비스 클라우드의 핵심 영역이라고 할 수 있는 사례(Case) 관리에 대해서도 자세히 다룬다. 그리고 기본적으로 제공되는 표준기능 뿐만 아니라 세일즈포스를 이용해서 원하는 형태로 커스터마이징 할 수 있는 사용자 정의 객체에 대해서도 다루고 있으며, 각 장 마지막에는 핵심 지식을 점검할 수 있는 Quiz를 포함하는 등 소소한 부분까지 독자들의 이해와 편의를 위해서 노력했다. 이 책은 단순한 기능 나열이 아닌 시나리오 형태로 따라하면서 학습을 할 수 있도록 구성함으로써 세일즈포스를 보다 적극적으로 이용하고, 업무에 활용하고자 하는 모든 분들께 도움이 될 것이다.",S000201238066
시스템을 잘 만들게 하는 기술,시라카와 마사루 외,위키북스,20230316,25000.0,22500,0,,"많은 기업이 디지털 트랜스포메이션(DX)를 도입하고 있는 상황에서 시스템을 '제대로' 만들게 하는 기술의 중요성이 커지고 있습니다. 프로그래머나 시스템 엔지니어 같은 전문가들만 시스템에 관해 고려하는 것이 아니라 직접 만들지 않더라도 '잘' 만들게 할 수 있는 노하우가 반드시 필요한 시대가 되었습니다. 이를 위해서는 - '이런 시스템을 이용해 이런 비즈니스를 하고 싶다’는 아이디어를 구상하고, - ’A 기능과 B 기능 중 어느 쪽을 우선해야 하는가’를 판단하고, - '이것을 만드는 데 얼마까지 투자할 가치가 있는가?'를 계산해, - 만들어 줄 사람(사내 정보 시스템 부문 또는 사외 전문 벤더)을 찾아 적절히 의뢰하고, - 구축 단계에서 일어나는 다양한 문제를 해결 해 나가야만 합니다. 이 책은 시스템에 관해 잘 알지 못하는 업무 담당자가 새로운 비즈니스를 만들어 내기 위해, 또는 기존 업무를 개혁하기 위해 해야 할 일과 빠지기 쉬운 함정들에 관한 내용을 모두 담고 있습니다. 저자가 20년 이상에 걸쳐 지원하고 있는 많은 프로젝트에서의 사례와 에피소드를 곁들여, 실무자를 위해 쓴 교과서입니다.",S000201236921
"챗GPT 질문하는 인간, 답하는 AI",이임복,천그루숲,20230310,15000.0,13500,0,,"인터넷과 아이폰 이래 최대의 혁신이라는 챗GPT, 과연 챗GPT는 웹 3.0 세상의 게임 체인저가 될 것인가? 1994년부터 대중화된 인터넷(www) 세상에 1998년 구글이 등장했다. ‘구글신은 모든 것을 알고 있다’는 말까지 나올 정도로 구글은 검색시장을 점령했다. 그리고 2007년 아이폰이 등장하며 인터넷의 모바일화가 시작되었다. 이제 전 세계 인구의 70%에 달하는 57억 명이 모바일 인터넷을 사용하고 있다고 한다. 더 이상 특별할 게 없을 것 같은 IT 시장에 2022년 12월 1일, 커다란 변화가 나타났다. 초거대 AI 챗GPT가 등장한 것이다. 챗GPT의 등장과 함께 전 세계가 ‘특이점’을 찾은 듯 환호하고 있다. 하지만 지난 몇 달 동안 챗GPT와 많은 대화를 나누며 느낀 점은 인공지능을 잘 사용하기 위해서는 인간의 ‘질문의 힘’이 가장 중요하다는 것이다. 인공지능의 발달과 함께 인간에게 가장 필요한 힘은 세상 모든 이슈들을 보며 무엇이 문제인지를 파악하는 ‘문제정의력’과 문제를 해결할 수 있는 방법을 찾는 ‘문제해결력’이다. 그리고 이를 위해 필요한 건 결국 ‘좋은 질문을 던지는 일’이다. 챗GPT 등장 이후 이를 이용해 사업계획서를 작성하고, 영문 보고서를 만들고, 코딩을 하는 등 업무에 활용하는 사례가 늘고 있다. 하지만 막상 챗GPT와 대화를 해보면 대화를 이어가지 못하고 단답형 대화에서 멈추는 경우가 많다. 그동안 우리가 ‘질문’하는 법을 잊고 살았기 때문이다. 이제 우리가 해야 할 일은 더 많은 질문을 던지는 일이다. 좋은 질문을 던져서 답을 얻고, 이를 토대로 자신만의 생각을 더 탄탄하게 가져가야 한다. 챗GPT의 시대, 결국은 누가 더 질문을 잘해 인공지능과 잘 협업할 수 있느냐가 업무 경쟁력을 높이는 길이다.",S000201210509
한눈에 보이는 데이터 과학과 AI 그림책,한선관 외,성안당,20230315,23000.0,20700,0,,"요즘 챗GPT를 구현하는 초거대(Hyperscale) AI와 생성(Generative) AI가 초미의 관심사로 부상하고 있다. 이 초거대 AI나 생성 AI의 기반이 되는 데이터 과학(Data Science)은 데이터 마이닝(Data Mining)과 유사하게 정형, 비정형을 포함한 다양한 데이터로부터 지식과 통찰력을 추출하는 융합 분야이다. 데이터를 통해 실제 현상을 이해하고 분석하는 통계학, 데이터 분석, 머신러닝(기계학습)과 연관된 방법론을 통합하는 개념으로 정의되기도 한다. 인공지능을 연구하는데 데이터 과학의 기반 없이는 불가능하다. 초거대 AI도 방대한 빅데이터를 학습해 인간처럼 추론이 가능해지는 기술이기 때문이다. 인공지능의 기반인 데이터 과학의 전반적인 내용을 그림과 도해로 친절하게 서술하는 ‘한눈에 보이는~그림책’ 시리즈의 3번째인 ‘데이터 과학과 AI’ 편에서는 데이터 과학의 개요와 절차, 활용, 미래를 다루며, 3장에서는 엔트리와 오렌지3를 활용해 실제 데이터 과학 실습도 해봄으로써 데이터 과학의 나무만 보지 않고 숲까지 볼 수 있게 해준다.",S000201203742
읽자마자 IT 전문가가 되는 네트워크 교과서,아티클 19 외,보누스,20230307,16800.0,15120,0,,"우리는 매일 인터넷을 쓰지만 정작 인터넷이 어떻게 작동하고, 네트워크가 어떤 구조로 이루어져 있는지는 전혀 모르고 살아간다. 인터넷은 어떻게 데이터를 주고받을까? 네트워크로 연결된 정보들은 어떤 과정을 통해 유출되고 보호될까? 네트워크의 원리를 이해하는 순간 세상을 보는 눈이 달라진다! 고양이 캣니프와 함께 인터넷과 네트워크의 작동 메커니즘을 알아보자. 가장 기초적인 원리부터 전문적인 기술까지 익히며 AI 시대에 꼭 알아야 할 IT 네트워크 지식의 기본을 다질 수 있다.",S000201042959
IT업계 종사자라면 꼭 알아야 하는 IT용어 101,그로스쿨,연플,20230110,17000.0,15300,0,,"“페이스북 마케팅을 할 때는 픽셀 코드를 심어야 하고…” “우리 북극성 지표를 고려했을 때 이번 분기의 KPI는 …” “이번 마케팅 프로모션 프펀트 화면 배포 이후에…” 서비스 기획, 마케팅, 개발 - 각 분야에는 일하는 사람들이 쓰는 용어와 개념이 있어요. 사회 초년생, 신입 사원들은 일에 익숙해지는 것에도 시간이 많이 걸리는데 모르는 용어와 개념은 암호처럼 보일 거에요. 물론 그건 주니어들만 겪는 어려움이 아닙니다. 요즘은 모든 것이 연결되고 IT가 중심이 되는 시대이기 때문에, 기획자도 개발을 알아야 하고 개발자도 마케팅에서 요구하는 것을 만들어야 하는 경우도 많아요. 서비스 기획 단계서부터 마케팅까지 고려하는 것도 이제는 당연하죠. 모든 분야가 협업해야 하는 시대이기 때문에, 각자의 용어와 개념을 계속해서 마주치게 됩니다. 그래서 다른 분야라도, 업무가 다르더라도 서로가 쓰는 언어, 각자가 사용하는 단어와 개념을 알아야 합니다. 깊이 공부할 필요도 없어요. 그게 뭐고 언제 쓰는지 정도만 알아도 서로의 생각을 알 수 있고, 딱 그 정도로도 함께 일해나갈 수 있으니까요. 다른 업무를 하는 사람들이 알아야 하는 서비스 기획, 마케팅, 개발 각각에서 쓰는 단어를 모았습니다. 배경 지식 없이도 이해할 수 있도록 쉽게 설명했고, 딱 101개를 3페이지 내외로 짧게 정리했어요. 모르는 용어를 만날 때마다 한 번씩 찾아본다면, 어느새 그 개념이 머리 속에 남아 더 이상 이 책이 필요하지 않은 날이 빠르게 올 것입니다.",S000200942379
챗GPT: 마침내 찾아온 특이점,반병현,생능북스,20230215,13000.0,11700,0,,"출시된 지 얼마 되지도 않아 세상을 뒤흔든 챗GPT는 지금까지 나온 모든 인공지능 기술보다 훨씬 더 전 세계에 충격을 주었다. 챗GPT가 무엇이고, 어떻게 활용하며, 우리 사회에 어떤 영향을 줄지 인공지능 개발자인 저자의 시선을 통해 분석하였다. 특히 일반인도 인공지능에 질문하고 답을 들을 수 있게 되면서 인공지능으로부터 원하는 답변을 얻기 위해 질문을 잘하는 것도 능력인 시대가 되었다. 이를 통해 챗GPT를 일상에서/창작 활동을 위해/공부하기 위해/전문가처럼 자문을 받기 위해 활용하는 법과 그 한계를 자세히 설명하고 있다. 또한, 각 온라인 서점에서 무료로 제공되는 〈특별부록〉 PDF 전자책에서는 독자들을 위한 추가 정보, 즉 챗GPT의 원리, 업무 활용법, 기업 사례, ChatGPT 플러스 버전에 대한 정보가 수록되어 있다.",S000200861077
한국인터넷백서(2021),과학기술정보통신부 외,진한엠앤비,20230112,20000.0,18000,0,,"「2021 한국인터넷백서」는 인터넷 기술 및 서비스, 생활, 인프라 등 3개 부문을 축으로, 해당 부문의 현황과 이슈, 향후 전망 등을 민간과 공공의 해당 분야 전문가 의견으로 집필하였다. 디지털 기술 발전과 코로나 19 확산에 따른 사회적 관심 사항의 변화를 알아보기 위해 뉴스 데이터 분석과 설문조사를 통해 인터넷 10대 뉴스를 도출하였다. 디지털 전환과 함께 상대적으로 소외되는 취약계층에 대한 디지털 포용을 비롯해 기업에서 디지털 혁신을 주도하고 있는 CDO(Chief Digital Officer; 최고 디지털책임자)의 이야기를 특집으로 구성하였다. 「2021 한국인터넷백서」가 인터넷을 기반으로 하는 기술과 산업, 정책 등 디지털 트렌드와 관련 분야의 전망을 조망하면서, 우리 기업과 국가의 디지털 경쟁력을 높이는 데 귀중한 자료로 활용되기를 희망 한다.",S000200641157
4차 산업혁명 시대의 IT 개론과 실습,박경배 외,21세기사,20230110,32000.0,28800,0,,"우리는 IT 4차 산업혁명 사회 속에서 이제는 초고속, 초지연, 만능화을 체험하고 있지만 이러한 사회가 되기까지는 수많은 시행착오, 하드웨어와 관련 산업들의 융합 과정이 있었다. 우리는 IT 관련 산업의 발전을 보면서 4차 산업혁명에 대한 개념과 이론적 배경을 이해한다면 직접적인 기술과 연관이 없다 하더라도 현재의 IT 기술을 즐기고 미래의 IT 기술을 예측 가능할 것이다. 본도서는 총 9장의 내용들로 구성되어 있다. 1장에서는 독자 여러분들에게 4차 산업혁명 시대가 되기까지의 역사적인 배경과 전반적인 개요에 대해 설명한다. 2장에서는 4차 산업혁명의 일등공신인 컴퓨터의 발전과 반도체를 중심으로 한 컴퓨터의 구성요소들에 대해 알아본다. 3장에서는 가상현실 시스템, 사물인터넷, 인공지능 등을 구성하는 컴퓨터 시스템의 구조에 대한 설명으로 하드웨어의 구성요소들에 대해 이해할 수 있을 것이다. 4장은 컴퓨터 그래픽에 대한 개념으로 컴퓨터가 이미지를 어떠한 방식으로 표현하는지 가장 기본 적인 요소들부터 이를 활용하기 위한 소프트웨어에 대해 설명하였다. 5장과 6장에서는 4차 산업혁명의 꽃이라 할 수 있으며 전 세계적으로 관심이 있는 미래 먹거리 산업인 가상현실과 드론에 대한 개념과 활용방안에 대해 설명하였다.",S000200632041
데이터를 엮는 사람들 데이터 과학자,권정민,비제이퍼블릭,20230111,16500.0,14850,0,,이제는 모든 분야에서 빅데이터를 활용할 정도로 빅데이터의 중요성이 높아졌다. 그만큼 데이터 분석 업계에 대한 관심도 많아지고 데이터 과학자가 되기 위해 준비하는 사람도 늘어났다. 데이터를 전문적으로 매일 다루는 데이터 과학자는 정확하게 무슨 일을 하는 사람일까? 수년간 데이터 분석 업계에 종사하며 겪은 저자의 경험과 생각을 이 책에 담았다. 마치 대화하듯 전해주는 저자의 이야기를 통해 데이터 과학자에 대해 이해해 보자.,S000200561413
솔루션 아키텍트 핸드북,사우랍 쉬리바스타바 외,에이콘출판,20221229,45000.0,40500,0,,"클라우드가 대중화되면서 솔루션 아키텍트의 역할이 더욱 부각되고 있으며 많은 소프트웨어 개발자, 시스템 엔지니어 및 기타 IT 전문가들이 솔루션 아키텍트가 되기 위해 노력하고 있다. 솔루션 아키텍트가 되려면 어떤 준비가 필요할까? 이 책은 솔루션 아키텍트를 준비하기 위한 방법과 전략에 대한 안내서다. 클라우드 개념과 기술 뿐만 아니라 인정받는 솔루션 아키텍트가 되기 위해 필요한 소프트 스킬에도 중점을 두고 있다. 특정 기술, 서비스에만 초점을 맞춰 기술을 향상하는 데 도움을 주며, 다양한 서비스를 활용한 설계 원칙과 패턴을 보다 근본적으로 이해할 수 있는 내용들을 제공한다. 또한 솔루션 아키텍트가 하는 일을 더욱 효율적으로 할 수 있는 다양한 방법에 대한 가이드를 제공한다.",S000200484058
디지털 비주얼씽킹,정진호,한빛미디어,20221219,21000.0,18900,0,,"비주얼씽킹(Visual Thinking)은 글과 그림을 함께 활용해 빠르고 간단하게 생각을 정리하고 정보를 요약하는 기술입니다. 비주얼씽킹을 익히면 새로운 아이디어와 영감을 쉽게 얻을 수 있고, 어렵고 복잡한 것들을 수월하게 이해할 수 있습니다. 뿐만 아니라 세상의 수많은 정보에서 중요한 핵심 아이디어를 손쉽게 발견하고, 서로 다른 전문 영역의 지식을 결합하여 많은 사람들이 쉽게 이해할 수 있도록 공유할 수 있습니다. 더 나아가 업무 생산성을 높이고 복잡한 일상을 정리해 새로운 가치를 추구하는 데 큰 도움이 됩니다. 이제는 디지털 태블릿을 활용해 디지털 비주얼씽킹을 시작해보세요. 디지털 드로잉 프로그램 중 가장 접근성이 좋고 무료로 사용할 수 있는 ‘스케치북(Sketchbook)’ 앱을 활용한다면 언제 어디서든 디지털 비주얼씽킹을 시작할 수 있을 것입니다. 새로운 것을 배우고 머릿속에 엉킨 생각을 정리하는 최고의 방법, 비주얼씽킹으로 창의적인 문제 해결 능력을 키워보세요.",S000200465734
개발자 원칙,박성철 외,골든래빗(주),20221220,22000.0,19800,0,,"“나도 테크 리더가 될 수 있을까? 어떻게 선배 개발자들처럼 성장할 수 있을까? 3년 10년 후에도 개발자로 살아갈 수 있을까? 팀워크는 도대체 어떻게 맞춰야 하는 걸까?” 개발자로 살아가면서 하루에도 천 번을 되묻는 물음에 컬리, 레몬트리, 카카오, 코드스쿼드, 무신사, 몰로코, 데이블, 인프런, 패스트캠퍼스 테크 리더 9명이 답합니다. 지금까지 만나 볼 수 없었던 생존과 성장의 원칙에서 자신만의 해답을 찾아보세요.",S000200381165
궁금한 IT,김상래,위키북스,20221123,20000.0,18000,0,,"이 책은 다채로운 IT 기술의 모습을 흥미로운 이야기와 그림으로 설명하는 재미있는 IT 교양 입문서입니다. 메타버스, 빅데이터, 데이터베이스, 코딩, 인공지능(AI), 블록체인, 디지털 트랜스포메이션(DT) 등 궁금하지만 잘 몰랐던 IT 지식과 기술이 어떤 개념과 원리로 동작하는지를 사전 지식이 없는 IT 비전공자의 눈높이로 쉽게 설명합니다. 정보가 부족한 게 아니라 넘쳐나 폐품처럼 쌓여가는 시대입니다. 가치 있는 정보는 그 자체가 권력과 권위가 되고, 그래서 정보기술을 의미하는 IT가 이제 너무나 중요한 시대가 되었다는 것에는 공감하지만 IT는 복잡하고 어렵고, 게다가 빠르게 변하는 것 같아 쫓아가기도 어렵고, 그래서 뭐가 뿌리이고 핵심인지, 그 용어와 개념이 무엇을 의미하고 세상이 그 기술과 함께 어떻게 변하고 있는지 모르는 경우가 대부분입니다. 그러다 보니 비즈니스에 어떻게 적용하고 활용할지, 내 삶에 어떤 도움이 될는지 올바른 관점을 가지고 올바른 판단을 하기가 무척 어렵습니다. 굳이 생활 코딩까지는 아니더라도 IT의 기본 개념을 쉽게 이해하고 IT라는 큰 숲, 큰 그림을 읽을 수 있는 내용으로 정성껏 책을 구성했습니다.",S000200233569
최소한의 IT 언어,비나이 트리베디,윌북,20221130,17800.0,16020,0,,"실제 쓰이는 웹/모바일 애플리케이션의 실감 나는 개발 과정을 따라가며, 현실에서 두고두고 활용할 ‘최소한의’ IT 용어를 차근차근 간결하게 알려주는 책. 특정 프로그래밍 언어나 소프트웨어 사용법을 복잡하게 늘어놓는 방식이 아니라, 누구든 반드시 알아두어야 할 중요한 기초 개념들을 탄탄히 이해시키는 데 집중해 컴퓨터과학 비전공자의 디지털 문해력을 올려준다. 이 책은 ‘마이애폴리(MyAppoly)’라는 가상의 앱을 개발하는 이야기에 독자를 주인공으로 초대한다. 출시를 앞둔 이 앱은 무엇이든 될 수 있다. 매출을 올려주고, 빛나는 비전을 구현해주고, 인스타그램이나 트위터 같은 인기 SNS로 거듭날 수도, 마켓컬리나 쿠팡과 같은 이커머스 플랫폼으로 안착할 수도 있다. 스타트업 PM이자 IT 전문 투자자인 저자는 이러한 방식으로 애플리케이션의 모든 것을 일목요연하게 설명하는 한 권을 구성했다. 흔히 앱 개발의 영역을 양분하는 ‘백엔드/프런트엔드’ 개념에 관한 기초부터 시작해 본격적인 개발 업무에 착수했을 때의 프로세스, 앱 출시 이후 꾸준히 관리해야 할 마케팅, 사이버보안 지식까지 다룬다. 이렇게 『최소한의 IT 언어』는 미국 아마존 소프트웨어 분야(Software Programming Compilers) 베스트셀러 1위에 올랐고 미국과 유럽의 고등학교, 대학교, 코딩 부트캠프에서 교재로 활용되며 많은 사랑을 받아왔다. 개정판에서는 IoT, AI, 블록체인, 메타버스와 같은 업계의 최신 동향까지 다루며 내용을 강화했다. 개발자와 더 효과적으로 소통하고자 하는 기획자나 마케터, 좋은 개발인력을 채용하고 육성하려는 경영자, 첨단산업에 관심이 많은 엔젤투자자 등은 물론, 매일 페이스북에 게시물을 작성하고 구글링으로 정보를 검색하며 모바일 세상을 유영하는 현대인 모두에게 필요한 교양서다. 한 권으로 모든 과정을 꼼꼼히 학습하고 나면 어엿한 IT 시민으로 자부해도 될 것이다.",S000200221198
IT 용어 도감: 엔지니어편,마스이 토시카츠,성안당,20220922,18000.0,16200,0,,"『IT용어 도감』[엔지니어편]은 동명의 도서의 같은 저자가 낸 후속편으로 일반 대중 보다는 개발자나 웹 제작자, 회사원에 특화된 조금 더 전문 용어를 다룬다. 한 페이지당 한 용어를 쉬운 일러스트로 해설을 넣어 관련된 용어와 예제 설명까지 연결 지어 학습할 수 있다. 예를 들어 ‘핀테크(PinTech)’라는 용어를 공부한다면 ‘블록체인(Block Chain)’같은 관련 IT용어 뿐 아니라 ‘다이내믹 프라이싱’같은 상식 용어도 연결하여 고구마 줄기 엮듯 술술 기억할 수 있도록 했다. 제로 트러스트, VPoE, 긱 이코노미, ERP, SFA, 정규 표현식, 배포, 테스트 구동 개발(TDD), 머티리얼 디자인, OAuth, 결정 트리 등 256개의 엄선된 용어를 다뤘다. 특히 IT업계 동향을 알 수 있는 트렌드 용어, 엔지니어 1년차부터 알아야할 기본 용어, 시스템 개발 및 실행 환경 구축에 사용되는 IT 용어, 웹 제작 및 운용 관련 용어, 보안 네트워크 용어, 인공지능 관련 용어 등 장별 주제에 맞는 용어들을 수록해 최신 IT 트렌드를 따라잡을 수 있어 취준생이나 현업 개발자에게 안성맞춤이다. 특히 마지막 7장은 보너스 페이지처럼 일본 IT업계에서 사용하는 관용적 표현도 수록하고 있는데 국내에서 사용되지 않는 표현은 해당 영어 표현을 상단에 병기하여 최대한 의미를 살려 이해할 수 있도록 했다.",S000061863163
서비스 기획자로 일하고 있습니다 (큰글자책),강승훈,천그루숲,20220926,36000.0,36000,0,,"모바일이 가져온 혁신은 비단 우리 생활뿐만 아니라 직업 트렌드, 그리고 기업의 생존방식까지 바꾸어 놓았다. 쏟아지는 모바일 서비스 속에서 우리는 생활의 편리함을 넘어 기존에 누리지 못했던 다양한 혜택들을 받을 수 있게 되었고, 이 때문에 서비스를 진두지휘하며 기획하는 서비스 기획자 또한 많은 관심을 받고 있다. 이러한 현실에 맞춰 서비스 기획자가 되기 위한 정보가 과거보다 훨씬 많아졌지만, 문제는 예비 기획자들이 필요한 지식을 어떻게 선택하여 자신의 커리어로 발전시켜 나갈지에 대한 종합적인 매뉴얼을 찾기가 쉽지 않다는 것이다. 그러다 보니 현업에서는 ‘서비스 기획에 대한 관심이 높아지고 그에 걸맞는 지식을 갖춘 예비 기획자들은 많지만, 정말 일 잘하는 기획자를 찾기가 어렵다’고 아우성을 늘어놓기도 한다. 동시에 주니어 기획자들은 어렵게 입사를 했지만 하루하루를 치열하게 살아가는 기획 업무의 특성상 선배 기획자들이 A to Z를 알려주지 않아 각자도생을 해야 한다고 고민을 토로한다. 중고신입으로 입사해 서비스 기획을 시작했던 저자 역시 주니어 시절 이러한 현실을 경험하며 새벽까지 남아 넘치는 일들을 부여잡고 후배들이 다시는 이런 ‘무지’로 인해 고생하는 일이 없도록 하겠다며 〈업무 지식노트〉를 쓰고 또 썼다. 그리고 이 내용을 같은 고민을 하고 있는 후배들은 물론 1,500명이 넘는 멘티들에게도 함께 공유했고, ‘최소한 몰라서 힘든 일은 없도록, 공부하고 싶은데 무엇을 공부해야 하는지 막막해하지 않도록 하자’라는 집념 아래 책으로까지 출간하게 되었다. 이 책은 이미 전문 서비스 기획자이거나 산전수전 공중전을 다 겪으며 맨땅에서 배운 기획자를 대상으로 하는 책이 아니라 이제 막 구르기를 시작하고 있는 주니어 기획자 또는 이 세계에 발을 들이고 싶은 예비 기획자들을 대상으로 한 책이다. 부디 이 책이 ‘서비스 기획자’라는 부담감을 덜어주고, 어떤 방향으로 나아가야 할지 길을 알려주는 쉐르파가 되기를 바란다.",S000061838825
서비스 기획자로 일하고 있습니다,강승훈,천그루숲,20220910,17000.0,15300,0,,"모바일이 가져온 혁신은 비단 우리 생활뿐만 아니라 직업 트렌드, 그리고 기업의 생존방식까지 바꾸어 놓았다. 쏟아지는 모바일 서비스 속에서 우리는 생활의 편리함을 넘어 기존에 누리지 못했던 다양한 혜택들을 받을 수 있게 되었고, 이 때문에 서비스를 진두지휘하며 기획하는 서비스 기획자 또한 많은 관심을 받고 있다. 이러한 현실에 맞춰 서비스 기획자가 되기 위한 정보가 과거보다 훨씬 많아졌지만, 문제는 예비 기획자들이 필요한 지식을 어떻게 선택하여 자신의 커리어로 발전시켜 나갈지에 대한 종합적인 매뉴얼을 찾기가 쉽지 않다는 것이다. 그러다 보니 현업에서는 ‘서비스 기획에 대한 관심이 높아지고 그에 걸맞는 지식을 갖춘 예비 기획자들은 많지만, 정말 일 잘하는 기획자를 찾기가 어렵다’고 아우성을 늘어놓기도 한다. 동시에 주니어 기획자들은 어렵게 입사를 했지만 하루하루를 치열하게 살아가는 기획 업무의 특성상 선배 기획자들이 A to Z를 알려주지 않아 각자도생을 해야 한다고 고민을 토로한다. 중고신입으로 입사해 서비스 기획을 시작했던 저자 역시 주니어 시절 이러한 현실을 경험하며 새벽까지 남아 넘치는 일들을 부여잡고 후배들이 다시는 이런 ‘무지’로 인해 고생하는 일이 없도록 하겠다며 〈업무 지식노트〉를 쓰고 또 썼다. 그리고 이 내용을 같은 고민을 하고 있는 후배들은 물론 1,500명이 넘는 멘티들에게도 함께 공유했고, ‘최소한 몰라서 힘든 일은 없도록, 공부하고 싶은데 무엇을 공부해야 하는지 막막해하지 않도록 하자’라는 집념 아래 책으로까지 출간하게 되었다. 이 책은 이미 전문 서비스 기획자이거나 산전수전 공중전을 다 겪으며 맨땅에서 배운 기획자를 대상으로 하는 책이 아니라 이제 막 구르기를 시작하고 있는 주니어 기획자 또는 이 세계에 발을 들이고 싶은 예비 기획자들을 대상으로 한 책이다. 부디 이 책이 ‘서비스 기획자’라는 부담감을 덜어주고, 어떤 방향으로 나아가야 할지 길을 알려주는 쉐르파가 되기를 바란다.",S000061758018
실전! 이메일 마케팅,이원준,디지털북스,20220905,15000.0,13500,0,,"“다른 화려한 SNS 마케팅이 대세인 요즘, 이메일 마케팅은 여전히 유효한 수단인가?” 이 질문을 조금이라도 품고 있는 당신?! 지금 이 시점에 꼭 맞는 이메일 마케팅에 대해 다시 이해하고 실전에 바로 적용할 수 있는 〈실전 이메일 마케팅〉 책의 처방으로 더 넓은 시장 경쟁력을 확보하라! 남들이 놓치고 지나쳤던 틈새 전략의 일환으로 이메일 마케팅에 주목하라! 말 그대로 0원으로 충성도 높은 고객층을 확보할 수 있는 이메일 마케팅의 비법에 대해서 마케팅 전문가이자 대기업 멘토 경험을 쌓아온 이원준 작가의 시선으로 상세하고 자상하게 풀어낸 마케팅 이론 + 실무서이다. 이 책은 경영학을 공부하는 학생부터 기업 홍보팀에서 일하는 직장인, 그리고 소상공인들에게도 중요한 이메일 마케팅 실전 활용서로서 좋은 참고서가 되어줄 것이다. 최신 툴을 사용하여 지금 시류의 태세에 꼭 맞는 이메일 타겟 마케팅 방법을 구사하기 위한 방법까지, 최소 비용으로 최대 효과를 이끌어내는 전략을 친절하게 이 한 권에 A to Z 전부 담아냈다.",S000061694352
인공지능 윤리로 갓생살기,이성태 외,연두에디션,20220805,15000.0,13500,0,,인공지능 시대에 우리는 우리가 인간인 것에 더욱 집중해야 한다. 인간의 존재 의의에 대해 탐구하고 생각하며 ‘인간다운 사고’를 하기 위해 노력해야한다는 뜻이다. 인공지능이 강조될수록 ‘인문학’이 주목받는 것과 같은 맥락이라고 할 수 있다.,S000061696078
클라우드 컴퓨팅,노서영,제이펍,20220826,39000.0,35100,0,,"클라우드 컴퓨팅 기술이 발달하면서 많은 기업이 IT 생태계 기반을 클라우드 환경으로 전환하고, 클라우드 기반의 프라이빗 데이터 센터를 구축하고 있다. 이 책은 클라우드 컴퓨팅을 이해하기 위해 꼭 알아야 할 가상머신, 가상화, 컨테이너 같은 기반 기술을 살펴보고, 클라우드 컴퓨팅을 활용한 CI/CD와 데이터 센터의 응용도 함께 다룬다. 학습 내용은 실습으로 확인할 수 있고, 모든 실습은 버추얼박스를 이용하여 컴퓨터 한 대로 진행할 수 있도록 했다. 가상머신과 도커, 쿠버네티스와 같은 컨테이너에 대한 실습 예제뿐만 아니라 AWS에서 제공하는 API를 활용하여 가상머신을 동적으로 컨트롤하는 방법까지 포함한다.",S000061671953
